	neg	pos
mueller-stahl	2.0	3.0
dictionari	2.0	3.0
cite	2.0	3.0
in-between	2.0	3.0
butter	2.0	3.0
cabbi	2.0	3.0
dandi	2.0	3.0
middle-class	2.0	3.0
deceit	2.0	3.0
wateri	2.0	3.0
landmark	2.0	3.0
denomin	2.0	3.0
run-of-the-mil	2.0	3.0
converg	2.0	3.0
gulp	2.0	3.0
enact	2.0	3.0
grandeur	2.0	3.0
exposur	2.0	3.0
dvd-rom	2.0	3.0
erb	2.0	3.0
working-class	2.0	3.0
onward	2.0	3.0
disk	2.0	3.0
cabinet	2.0	3.0
of	2.0	3.0
connot	2.0	3.0
gun-tot	2.0	3.0
sizemor	2.0	3.0
finer	2.0	3.0
irrever	2.0	3.0
reinforc	2.0	3.0
luscious	2.0	3.0
eccleston	2.0	3.0
blockad	2.0	3.0
reiser	2.0	3.0
diplomat	2.0	3.0
trucker	2.0	3.0
nutti	2.0	3.0
crumb	2.0	3.0
minion	2.0	3.0
el	2.0	3.0
swoon	2.0	3.0
sank	2.0	3.0
cudd	2.0	3.0
cautionari	2.0	3.0
full-blown	2.0	3.0
appoint	2.0	3.0
enigma	2.0	3.0
arena	2.0	3.0
cartooni	2.0	3.0
fischer	2.0	3.0
tighten	2.0	3.0
nosed	2.0	3.0
unexplain	2.0	3.0
schwartz	2.0	3.0
ladybug	2.0	3.0
avers	2.0	3.0
instantan	2.0	3.0
backer	2.0	3.0
sublim	2.0	3.0
buffoonish	2.0	3.0
benign	2.0	3.0
kinet	2.0	3.0
hairdo	2.0	3.0
trey	2.0	3.0
legion	2.0	3.0
inquisit	2.0	3.0
evas	2.0	3.0
immatur	2.0	3.0
tasti	2.0	3.0
flap	2.0	3.0
massacr	2.0	3.0
o'neal	2.0	3.0
demi	2.0	3.0
unfinish	2.0	3.0
pastel	2.0	3.0
hustl	2.0	3.0
turbul	2.0	3.0
grieco	2.0	3.0
delud	2.0	3.0
glu	2.0	3.0
sydow	2.0	3.0
puerto	2.0	3.0
dens	2.0	3.0
10-year-old	2.0	3.0
vibrat	2.0	3.0
firearm	2.0	3.0
tenth	2.0	3.0
single-mind	2.0	3.0
constru	2.0	3.0
scrambl	2.0	3.0
storag	2.0	3.0
nurtur	2.0	3.0
jona	2.0	3.0
neighbour	2.0	3.0
anton	2.0	3.0
dissip	2.0	3.0
counti	2.0	3.0
stepfath	2.0	3.0
caleb	2.0	3.0
steep	2.0	3.0
victorian	2.0	3.0
fray	2.0	3.0
apprehend	2.0	3.0
illicit	2.0	3.0
pistol	2.0	3.0
machismo	2.0	3.0
prick	2.0	3.0
precari	2.0	3.0
sought	2.0	3.0
thi	2.0	3.0
cake	2.0	3.0
intricaci	2.0	3.0
year-old	2.0	3.0
vacuum	2.0	3.0
bark	2.0	3.0
stormar	2.0	3.0
picturesqu	2.0	3.0
partak	2.0	3.0
//www	2.0	3.0
unapologet	2.0	3.0
payment	2.0	3.0
plumber	2.0	3.0
whew	2.0	3.0
part-tim	2.0	3.0
myriad	2.0	3.0
capra	2.0	3.0
aplomb	2.0	3.0
outshin	2.0	3.0
loveabl	2.0	3.0
rejuven	2.0	3.0
hairstyl	2.0	3.0
demo	2.0	3.0
constitut	2.0	3.0
skate	2.0	3.0
muscular	2.0	3.0
shorten	2.0	3.0
suppress	2.0	3.0
co-e	2.0	3.0
aftermath	2.0	3.0
fingerprint	2.0	3.0
steadili	2.0	3.0
bitten	2.0	3.0
eldard	2.0	3.0
raquel	2.0	3.0
marrow	2.0	3.0
onslaught	2.0	3.0
tamper	2.0	3.0
loren	2.0	3.0
oscar-win	2.0	3.0
tidi	2.0	3.0
cleaner	2.0	3.0
almod	2.0	3.0
var	2.0	3.0
laugh-out-loud	2.0	3.0
muslim	2.0	3.0
paraphras	2.0	3.0
cano	2.0	3.0
geena	2.0	3.0
darabont	2.0	3.0
rockwel	2.0	3.0
foreman	2.0	3.0
cybil	2.0	3.0
feather	2.0	3.0
francoi	2.0	3.0
arthurian	2.0	3.0
tug	2.0	3.0
circular	2.0	3.0
dunst	2.0	3.0
dc	2.0	3.0
kara	2.0	3.0
telepath	2.0	3.0
overturn	2.0	3.0
bankabl	2.0	3.0
unresolv	2.0	3.0
implement	2.0	3.0
slack	2.0	3.0
adjust	2.0	3.0
farcic	2.0	3.0
peep	2.0	3.0
obi	2.0	3.0
dormant	2.0	3.0
alot	2.0	3.0
financ	2.0	3.0
denounc	2.0	3.0
legaci	2.0	3.0
falwel	2.0	3.0
livingston	2.0	3.0
30	2.0	3.0
nich	2.0	3.0
champagn	2.0	3.0
autom	2.0	3.0
unhappili	2.0	3.0
descent	2.0	3.0
stanc	2.0	3.0
instig	2.0	3.0
overdos	2.0	3.0
stagnant	2.0	3.0
connoisseur	2.0	3.0
twitch	2.0	3.0
veget	2.0	3.0
vibranc	2.0	3.0
transmiss	2.0	3.0
vacuous	2.0	3.0
revert	2.0	3.0
dock	2.0	3.0
distrust	2.0	3.0
bleach	2.0	3.0
singh	2.0	3.0
faux	2.0	3.0
heart-warm	2.0	3.0
chainsaw	2.0	3.0
waist	2.0	3.0
overdu	2.0	3.0
aquarium	2.0	3.0
humankind	2.0	3.0
psychosi	2.0	3.0
hartnett	2.0	3.0
scrutin	2.0	3.0
pup	2.0	3.0
titus	2.0	3.0
chairman	2.0	3.0
mosaic	2.0	3.0
headless	2.0	3.0
incrimin	2.0	3.0
courtship	2.0	4.0
bearabl	2.0	4.0
slay	2.0	4.0
materialist	2.0	4.0
downtrodden	2.0	4.0
committe	2.0	4.0
rhetor	2.0	4.0
evad	2.0	4.0
permiss	2.0	4.0
arni	2.0	4.0
afterlif	2.0	4.0
specialist	2.0	4.0
theolog	2.0	4.0
flaunt	2.0	4.0
elain	2.0	4.0
folklor	2.0	4.0
invinc	2.0	4.0
oral	2.0	4.0
revit	2.0	4.0
verdict	2.0	4.0
voiceov	2.0	4.0
pessimist	2.0	4.0
barren	2.0	4.0
innat	2.0	4.0
foibl	2.0	4.0
shocker	2.0	4.0
overtim	2.0	4.0
spunk	2.0	4.0
werewolv	2.0	4.0
tumbl	2.0	4.0
evoc	2.0	4.0
blanket	2.0	4.0
slower	2.0	4.0
na	2.0	4.0
repair	2.0	4.0
posey	2.0	4.0
bake	2.0	4.0
terenc	2.0	4.0
fend	2.0	4.0
enrag	2.0	4.0
unveil	2.0	4.0
forg	2.0	4.0
android	2.0	4.0
compil	2.0	4.0
dahl	2.0	4.0
plot-wis	2.0	4.0
drone	2.0	4.0
sketchi	2.0	4.0
tammi	2.0	4.0
menu	2.0	4.0
caruso	2.0	4.0
cosmic	2.0	4.0
juda	2.0	4.0
dolli	2.0	4.0
homeless	2.0	4.0
embed	2.0	4.0
wrath	2.0	4.0
guerrilla	2.0	4.0
seventh	2.0	4.0
50	2.0	4.0
no-nonsens	2.0	4.0
gonzo	2.0	4.0
percentag	2.0	4.0
loathsom	2.0	4.0
russo	2.0	4.0
inconsequenti	2.0	4.0
uncertainti	2.0	4.0
all-out	2.0	4.0
shrug	2.0	4.0
cutesi	2.0	4.0
whiskey	2.0	4.0
cattl	2.0	4.0
len	2.0	4.0
action/adventur	2.0	4.0
heretofor	2.0	4.0
wager	2.0	4.0
wholesom	2.0	4.0
shawn	2.0	4.0
satur	2.0	4.0
rub	2.0	4.0
father-son	2.0	4.0
cocktail	2.0	4.0
escort	2.0	4.0
derail	2.0	4.0
accumul	2.0	4.0
painstak	2.0	4.0
buildup	2.0	4.0
identif	2.0	4.0
exam	2.0	4.0
rabbi	2.0	4.0
laud	2.0	4.0
pander	2.0	4.0
nameless	2.0	4.0
arlo	2.0	4.0
competitor	2.0	4.0
brit	2.0	4.0
meati	2.0	4.0
prototyp	2.0	4.0
helmer	2.0	4.0
neighbourhood	2.0	4.0
accustom	2.0	4.0
extern	2.0	4.0
stabil	2.0	4.0
mislead	2.0	4.0
deepest	2.0	4.0
torch	2.0	4.0
hing	2.0	4.0
rafael	2.0	4.0
no-brain	2.0	4.0
comb	2.0	4.0
eloqu	2.0	4.0
assail	2.0	4.0
shanghai	2.0	4.0
clockwork	2.0	4.0
bowi	2.0	4.0
gloom	2.0	4.0
feud	2.0	4.0
well-develop	2.0	4.0
sergio	2.0	4.0
condon	2.0	4.0
desmond	2.0	4.0
starbuck	2.0	4.0
lumin	2.0	4.0
unwritten	2.0	4.0
tighter	2.0	4.0
rehears	2.0	4.0
wachowski	2.0	4.0
log	2.0	4.0
rekindl	2.0	4.0
bergman	2.0	4.0
trump	2.0	4.0
masculin	2.0	4.0
vener	2.0	4.0
2000	2.0	4.0
dench	2.0	4.0
liman	2.0	4.0
raft	2.0	4.0
pr	2.0	5.0
overload	2.0	5.0
retali	2.0	5.0
busey	2.0	5.0
se	2.0	5.0
not	2.0	5.0
puriti	2.0	5.0
persuas	2.0	5.0
acquit	2.0	5.0
non-fan	2.0	5.0
heartwarm	2.0	5.0
well-act	2.0	5.0
septemb	2.0	5.0
dissect	2.0	5.0
cari	2.0	5.0
djimon	2.0	5.0
emin	2.0	5.0
smug	2.0	5.0
overlap	2.0	5.0
goer	2.0	5.0
coolidg	2.0	5.0
ghast	2.0	5.0
nightmarish	2.0	5.0
multitud	2.0	5.0
submarin	2.0	5.0
tara	2.0	5.0
kurtz	2.0	5.0
backbon	2.0	5.0
anatomi	2.0	5.0
encompass	2.0	5.0
compassion	2.0	5.0
kentucki	2.0	5.0
fling	2.0	5.0
solitari	2.0	5.0
rollick	2.0	5.0
suitor	2.0	5.0
rabbit	2.0	5.0
molina	2.0	5.0
anxieti	2.0	5.0
[pg-13]	2.0	5.0
desperado	2.0	5.0
brock	2.0	5.0
outsmart	2.0	5.0
discard	2.0	5.0
surrend	2.0	5.0
spree	2.0	5.0
peckinpah	2.0	5.0
circul	2.0	5.0
unearth	2.0	5.0
unjust	2.0	5.0
reciev	2.0	5.0
overflow	2.0	5.0
hybrid	2.0	5.0
delay	2.0	5.0
samurai	2.0	5.0
corn	2.0	5.0
tantrum	2.0	5.0
astronom	2.0	5.0
librarian	2.0	5.0
hard-nos	2.0	5.0
vintag	2.0	5.0
gruff	2.0	5.0
ruth	2.0	5.0
prowess	2.0	5.0
hillbilli	2.0	5.0
tomei	2.0	5.0
seldom	2.0	5.0
agreement	2.0	5.0
decenc	2.0	5.0
pilgrim	2.0	5.0
thesi	2.0	5.0
juxtapos	2.0	5.0
stash	2.0	5.0
wari	2.0	5.0
pear	2.0	5.0
exuber	2.0	5.0
postal	2.0	5.0
ravag	2.0	5.0
scarc	2.0	5.0
bloodsh	2.0	5.0
quartet	2.0	5.0
wide-ey	2.0	5.0
snobbish	2.0	5.0
depriv	2.0	5.0
comatos	2.0	5.0
implic	2.0	5.0
dosen't	2.0	5.0
scope	2.0	5.0
impass	2.0	5.0
kelsey	2.0	5.0
supris	2.0	5.0
hitmen	2.0	5.0
panach	2.0	5.0
easiest	2.0	5.0
pip	2.0	5.0
obliter	2.0	5.0
sage	2.0	5.0
coke	2.0	5.0
dixon	2.0	5.0
louisiana	2.0	5.0
blaxploit	2.0	5.0
joaquin	2.0	5.0
lori	2.0	5.0
disapprov	2.0	5.0
degrad	2.0	5.0
congreg	2.0	5.0
fold	2.0	6.0
laundri	2.0	6.0
trainer	2.0	6.0
wage	2.0	6.0
courier	2.0	6.0
flag	2.0	6.0
tan	2.0	6.0
traumat	2.0	6.0
versa	2.0	6.0
interrog	2.0	6.0
infus	2.0	6.0
protector	2.0	6.0
amid	2.0	6.0
sob	2.0	6.0
intersect	2.0	6.0
griev	2.0	6.0
gilmor	2.0	6.0
prospect	2.0	6.0
metropoli	2.0	6.0
'n	2.0	6.0
riley	2.0	6.0
preval	2.0	6.0
visitor	2.0	6.0
overton	2.0	6.0
versatil	2.0	6.0
friedkin	2.0	6.0
undercurr	2.0	6.0
forebod	2.0	6.0
testimoni	2.0	6.0
christi	2.0	6.0
distraught	2.0	6.0
butterworth	2.0	6.0
buffalo	2.0	6.0
dreami	2.0	6.0
donovan	2.0	6.0
pornograph	2.0	6.0
fluffi	2.0	6.0
rushmor	2.0	6.0
platform	2.0	6.0
abduct	2.0	6.0
inhuman	2.0	6.0
hudsuck	2.0	6.0
supercop	2.0	6.0
extermin	2.0	6.0
fee	2.0	6.0
fletcher	2.0	6.0
blueprint	2.0	6.0
devin	2.0	6.0
loaf	2.0	6.0
orlean	2.0	6.0
tread	2.0	6.0
scarier	2.0	6.0
garag	2.0	6.0
teddi	2.0	6.0
excerpt	2.0	6.0
advisor	2.0	6.0
guin	2.0	6.0
correspond	2.0	6.0
hawthorn	2.0	6.0
submerg	2.0	6.0
flock	2.0	6.0
contin	2.0	6.0
jessi	2.0	6.0
bread	2.0	6.0
grisli	2.0	6.0
mutual	2.0	6.0
dead-end	2.0	6.0
poignanc	2.0	6.0
toll	2.0	6.0
insignific	2.0	6.0
broker	2.0	6.0
burstyn	2.0	6.0
build-up	2.0	6.0
redgrav	2.0	6.0
fascist	2.0	6.0
asylum	2.0	6.0
perplex	2.0	6.0
riff	2.0	6.0
flynn	2.0	6.0
beth	2.0	6.0
civilian	2.0	7.0
berri	2.0	7.0
classifi	2.0	7.0
quicki	2.0	7.0
complement	2.0	7.0
shawshank	2.0	7.0
sugar	2.0	7.0
milo	2.0	7.0
eckhart	2.0	7.0
kotea	2.0	7.0
honey	2.0	7.0
taut	2.0	7.0
butch	2.0	7.0
knack	2.0	7.0
idyl	2.0	7.0
ferri	2.0	7.0
devilish	2.0	7.0
rude	2.0	7.0
republ	2.0	7.0
jettison	2.0	7.0
pertain	2.0	7.0
comprehens	2.0	7.0
masquerad	2.0	7.0
mira	2.0	7.0
exterior	2.0	7.0
grandma	2.0	7.0
surgeri	2.0	7.0
sleeper	2.0	7.0
wagner	2.0	7.0
audac	2.0	7.0
et	2.0	7.0
whitak	2.0	7.0
shed	2.0	7.0
zorro	2.0	7.0
styliz	2.0	7.0
finch	2.0	7.0
mitchum	2.0	7.0
fewer	2.0	7.0
shear	2.0	7.0
sham	2.0	7.0
eldest	2.0	7.0
outburst	2.0	7.0
maxin	2.0	7.0
stillman	2.0	7.0
infatu	2.0	7.0
mojo	2.0	7.0
bard	2.0	7.0
trent	2.0	7.0
tack	2.0	7.0
mcnaughton	2.0	7.0
pi	2.0	7.0
regain	2.0	7.0
oddbal	2.0	8.0
rebelli	2.0	8.0
hostil	2.0	8.0
gig	2.0	8.0
sub-genr	2.0	8.0
clinton	2.0	8.0
scath	2.0	8.0
fractur	2.0	8.0
harass	2.0	8.0
enabl	2.0	8.0
lush	2.0	8.0
luhrmann	2.0	8.0
stan	2.0	8.0
randal	2.0	8.0
agreeabl	2.0	8.0
frear	2.0	8.0
jodi	2.0	8.0
afford	2.0	8.0
paralyz	2.0	8.0
coin	2.0	8.0
exquisit	2.0	8.0
suburban	2.0	8.0
fluid	2.0	8.0
schroeder	2.0	8.0
freeli	2.0	8.0
siren	2.0	8.0
sacrif	2.0	8.0
coward	2.0	8.0
olivia	2.0	8.0
murdoch	2.0	8.0
miranda	2.0	8.0
steiger	2.0	8.0
soderbergh	2.0	8.0
kristen	2.0	8.0
winona	2.0	9.0
longtim	2.0	9.0
plantat	2.0	9.0
bush	2.0	9.0
januari	2.0	9.0
polley	2.0	9.0
widescreen	2.0	9.0
apocalyps	2.0	9.0
groundbreak	2.0	9.0
orchestra	2.0	9.0
undeni	2.0	9.0
black-and-whit	2.0	9.0
stereo	2.0	9.0
liar	2.0	9.0
hercul	2.0	9.0
zack	2.0	9.0
elliott	2.0	9.0
nomine	2.0	9.0
mobil	2.0	9.0
supermarket	2.0	9.0
hardcor	2.0	9.0
somerset	2.0	9.0
venic	2.0	9.0
hysteria	2.0	10.0
hound	2.0	10.0
oblivi	2.0	10.0
joey	2.0	10.0
farther	2.0	10.0
stimul	2.0	10.0
copycat	2.0	10.0
giddi	2.0	10.0
everyman	2.0	10.0
priceless	2.0	10.0
tribut	2.0	10.0
versus	2.0	10.0
kwai	2.0	10.0
understat	2.0	10.0
harrow	2.0	10.0
coppola	2.0	10.0
dicken	2.0	10.0
ronna	2.0	10.0
elis	2.0	11.0
irv	2.0	11.0
alik	2.0	11.0
brigg	2.0	11.0
shortcom	2.0	11.0
feel-good	2.0	11.0
rivet	2.0	11.0
ariel	2.0	11.0
morri	2.0	11.0
trainspot	2.0	11.0
portal	2.0	11.0
phoenix	2.0	11.0
favreau	2.0	11.0
hip-hop	2.0	12.0
atlant	2.0	12.0
amidala	2.0	12.0
gestur	2.0	12.0
nixon	2.0	12.0
kurosawa	2.0	12.0
flander	2.0	13.0
democrat	2.0	13.0
ralli	2.0	13.0
pupil	2.0	13.0
kudo	2.0	13.0
stanton	2.0	13.0
trim	2.0	13.0
hawtrey	2.0	13.0
guardian	2.0	13.0
testament	2.0	13.0
forrest	2.0	13.0
hail	2.0	13.0
hen	2.0	13.0
temper	2.0	14.0
muppet	2.0	14.0
holocaust	2.0	14.0
sunni	2.0	14.0
ant	2.0	14.0
deputi	2.0	14.0
compromis	2.0	15.0
bay	2.0	15.0
50s	2.0	15.0
brosnan	2.0	15.0
altman	2.0	16.0
offbeat	2.0	16.0
id4	2.0	16.0
elliot	2.0	16.0
vader	2.0	16.0
spencer	2.0	16.0
gilbert	2.0	16.0
gladiat	2.0	16.0
stephan	2.0	16.0
osment	2.0	17.0
everyday	2.0	18.0
lauri	2.0	18.0
qui-gon	2.0	19.0
mpaa	2.0	20.0
horner	2.0	21.0
muse	2.0	22.0
hamlet	2.0	26.0
egoyan	2.0	26.0
legal	2.0	27.0
amistad	2.0	28.0
frequenc	2.0	28.0
margaret	2.0	29.0
finest	2.0	31.0
bulworth	2.0	39.0
corman	3.0	0.0
ab	3.0	0.0
lawnmow	3.0	0.0
vr	3.0	0.0
dorian	3.0	0.0
reconsid	3.0	0.0
dredg	3.0	0.0
stieger	3.0	0.0
100m	3.0	0.0
dolph	3.0	0.0
lundgren	3.0	0.0
rollin	3.0	0.0
overhear	3.0	0.0
sardon	3.0	0.0
full-fledg	3.0	0.0
jupit	3.0	0.0
inadequ	3.0	0.0
alyssa	3.0	0.0
sludg	3.0	0.0
art-hous	3.0	0.0
argonauticus	3.0	0.0
munchkin	3.0	0.0
keebl	3.0	0.0
raini	3.0	0.0
chainsmok	3.0	0.0
panti	3.0	0.0
pristin	3.0	0.0
mannequin	3.0	0.0
brother-in-law	3.0	0.0
bio	3.0	0.0
cinemax	3.0	0.0
serafin	3.0	0.0
korman	3.0	0.0
frankenheim	3.0	0.0
fabio	3.0	0.0
inuit	3.0	0.0
stefanson	3.0	0.0
sunhil	3.0	0.0
knucklehead	3.0	0.0
ultra-cool	3.0	0.0
gio	3.0	0.0
do-good	3.0	0.0
primat	3.0	0.0
newfoundland	3.0	0.0
yuck	3.0	0.0
impostor	3.0	0.0
cornucopia	3.0	0.0
doomsday	3.0	0.0
lindsey	3.0	0.0
uh-huh	3.0	0.0
junket	3.0	0.0
bedazzl	3.0	0.0
smelli	3.0	0.0
limo	3.0	0.0
rote	3.0	0.0
split-second	3.0	0.0
grappl	3.0	0.0
midland	3.0	0.0
environment	3.0	0.0
trout	3.0	0.0
pandemonium	3.0	0.0
sandworm	3.0	0.0
melang	3.0	0.0
atreid	3.0	0.0
foxx	3.0	0.0
lysterin	3.0	0.0
foreplay	3.0	0.0
coitus	3.0	0.0
holdup	3.0	0.0
pretext	3.0	0.0
revisionist	3.0	0.0
gatewood	3.0	0.0
edmund	3.0	0.0
lennox	3.0	0.0
ripoff	3.0	0.0
dous	3.0	0.0
cheap-look	3.0	0.0
pickl	3.0	0.0
dill	3.0	0.0
painkil	3.0	0.0
hijinx	3.0	0.0
dourif	3.0	0.0
peterson	3.0	0.0
drawn-out	3.0	0.0
suspenseless	3.0	0.0
homework	3.0	0.0
fully-cloth	3.0	0.0
grievous	3.0	0.0
loeb	3.0	0.0
ame	3.0	0.0
giancarlo	3.0	0.0
lurch	3.0	0.0
jai	3.0	0.0
foo	3.0	0.0
he-man	3.0	0.0
skeletor	3.0	0.0
stormtroop	3.0	0.0
super-smart	3.0	0.0
timer	3.0	0.0
blurri	3.0	0.0
obo	3.0	0.0
misspel	3.0	0.0
larroquett	3.0	0.0
circa	3.0	0.0
enslav	3.0	0.0
hell-bent	3.0	0.0
insomniac	3.0	0.0
dauphin	3.0	0.0
wigger	3.0	0.0
garlington	3.0	0.0
butabi	3.0	0.0
newfound	3.0	0.0
pay-per-view	3.0	0.0
berg	3.0	0.0
smokejump	3.0	0.0
cheapen	3.0	0.0
tipsi	3.0	0.0
yaz	3.0	0.0
kickbox	3.0	0.0
nerdi	3.0	0.0
homogen	3.0	0.0
post-product	3.0	0.0
unentertain	3.0	0.0
gosnel	3.0	0.0
thomspon	3.0	0.0
dork	3.0	0.0
lionel	3.0	0.0
playth	3.0	0.0
valek	3.0	0.0
kuei-mei	3.0	0.0
kang-sheng	3.0	0.0
half-broth	3.0	0.0
van-damm	3.0	0.0
ir	3.0	0.0
brynner	3.0	0.0
bidder	3.0	0.0
tag-team	3.0	0.0
yo	3.0	0.0
`you	3.0	0.0
well-worn	3.0	0.0
jeez	3.0	0.0
wunderkind	3.0	0.0
mugger	3.0	0.0
scrapbook	3.0	0.0
gosselaar	3.0	0.0
cohn	3.0	0.0
priscilla	3.0	0.0
workmanlik	3.0	0.0
snide	3.0	0.0
impot	3.0	0.0
carrier	3.0	0.0
goofier	3.0	0.0
ishtar	3.0	0.0
charmless	3.0	0.0
brussel	3.0	0.0
desouza	3.0	0.0
export	3.0	0.0
lela	3.0	0.0
circuitri	3.0	0.0
beast-peopl	3.0	0.0
schmidt	3.0	0.0
coerc	3.0	0.0
delia	3.0	0.0
beesley	3.0	0.0
falzon	3.0	0.0
hoop	3.0	0.0
gum	3.0	0.0
computer	3.0	0.0
radioact	3.0	0.0
auto-pilot	3.0	0.0
baseless	3.0	0.0
desast	3.0	0.0
tanker	3.0	0.0
sadler	3.0	0.0
keenen	3.0	0.0
shale	3.0	0.0
disgruntl	3.0	0.0
salwen	3.0	0.0
kristopherson	3.0	0.0
moxon	3.0	0.0
bronz	3.0	0.0
love-hewitt	3.0	0.0
jalla	3.0	0.0
yasmin	3.0	0.0
bondag	3.0	0.0
playmat	3.0	0.0
scroll	3.0	0.0
slither	3.0	0.0
torpedo	3.0	0.0
80-foot	3.0	0.0
silverado	3.0	0.0
unaccept	3.0	0.0
wise-ass	3.0	0.0
five-minut	3.0	0.0
abomin	3.0	0.0
turgid	3.0	0.0
souza	3.0	0.0
jagger	3.0	0.0
inauspici	3.0	0.0
nicer	3.0	0.0
fraction	3.0	0.0
i	3.0	0.0
darrel	3.0	0.0
lisbon	3.0	0.0
leash	3.0	0.0
all-too-brief	3.0	0.0
thaddeus	3.0	0.0
dope	3.0	0.0
asimov	3.0	0.0
landon	3.0	0.0
diffus	3.0	0.0
tennant	3.0	0.0
wexler	3.0	0.0
tambor	3.0	0.0
belch	3.0	0.0
fireplac	3.0	0.0
zimmer	3.0	0.0
glitzi	3.0	0.0
shawne	3.0	0.0
hitter	3.0	0.0
abel	3.0	0.0
oili	3.0	0.0
whovill	3.0	0.0
momsen	3.0	0.0
creepier	3.0	0.0
laughlin	3.0	0.0
90-minut	3.0	0.0
seld	3.0	0.0
fraker	3.0	0.0
o'fallon	3.0	0.0
serpentin	3.0	0.0
imbecil	3.0	0.0
re-writ	3.0	0.0
infomerci	3.0	0.0
cassavet	3.0	0.0
jean-luk	3.0	0.0
floppi	3.0	0.0
drawbridg	3.0	0.0
morani	3.0	0.0
po	3.0	0.0
trifl	3.0	0.0
enquir	3.0	0.0
fedora	3.0	0.0
brittani	3.0	0.0
serina	3.0	0.0
long-liv	3.0	0.0
draven	3.0	0.0
alexandr	3.0	0.0
xiong	3.0	0.0
quintano	3.0	0.0
arami	3.0	0.0
portho	3.0	0.0
gregor	3.0	0.0
kremp	3.0	0.0
crusti	3.0	0.0
still-liv	3.0	0.0
offenc	3.0	0.0
rittenhous	3.0	0.0
yada	3.0	0.0
talentless	3.0	0.0
towni	3.0	0.0
alumnus	3.0	0.0
cabel	3.0	0.0
morritz	3.0	0.0
girard	3.0	0.0
whimsi	3.0	0.0
spatter	3.0	0.0
flex	3.0	0.0
yost	3.0	0.0
koster	3.0	0.0
laptop	3.0	0.0
tudeski	3.0	0.0
saron	3.0	0.0
pogu	3.0	0.0
jiro	3.0	0.0
conduit	3.0	0.0
schumacc	3.0	0.0
eden	3.0	0.0
hassid	3.0	0.0
caddi	3.0	0.0
budgi	3.0	0.0
o'callaghan	3.0	0.0
buttock	3.0	0.0
nitro	3.0	0.0
swirl	3.0	0.0
burglari	3.0	0.0
makeov	3.0	0.0
puf	3.0	0.0
outrun	3.0	0.0
harrier	3.0	0.0
watt	3.0	0.0
saget	3.0	0.0
_saturday_night_live_	3.0	0.0
pendleton	3.0	0.0
cereal	3.0	0.0
_more_	3.0	0.0
over-us	3.0	0.0
demarkov	3.0	0.0
grimi	3.0	0.0
lamest	3.0	0.0
fichtner	3.0	0.0
o'day	3.0	0.0
x-ray	3.0	0.0
nic	3.0	0.0
third-rat	3.0	0.0
matriarch	3.0	0.0
leviathan	3.0	0.0
pacula	3.0	0.0
yemen	3.0	0.0
lapag	3.0	0.0
unisol	3.0	0.0
over-act	3.0	0.0
regress	3.0	0.0
brunt	3.0	0.0
etienn	3.0	0.0
francois	3.0	0.0
dugan	3.0	0.0
prairi	3.0	0.0
henslow	3.0	0.0
_roxbury_	3.0	0.0
marijo	3.0	0.0
delug	3.0	0.0
jeeper	3.0	0.0
bingo	3.0	0.0
olli	3.0	0.0
bolek	3.0	0.0
ratcliff	3.0	0.0
paint-by-numb	3.0	0.0
beyer	3.0	0.0
wristwatch	3.0	0.0
lefessi	3.0	0.0
inexperienc	3.0	0.0
torro	3.0	0.0
techi	3.0	0.0
parachut	3.0	0.0
ponytail	3.0	0.0
micelli	3.0	0.0
shelmikedmu	3.0	0.0
tomlin	3.0	0.0
inter-offic	3.0	0.0
prohibition-era	3.0	0.0
hammett	3.0	0.0
kink	3.0	0.0
ragsdal	3.0	0.0
levison	3.0	0.0
shou	3.0	0.0
filth	3.0	0.0
semest	3.0	0.0
osmet	3.0	0.0
simplifi	3.0	0.0
boyum	3.0	0.0
_armageddon_	3.0	0.0
judson	3.0	0.0
argonautica	3.0	0.0
braxton	3.0	0.0
kennesaw	3.0	0.0
frayn	3.0	0.0
barbecu	3.0	0.0
miniseri	3.0	0.0
lolli	3.0	0.0
your	3.0	0.0
retribut	3.0	0.0
carrera	3.0	0.0
bennett	3.0	0.0
marlo	3.0	0.0
super-intellig	3.0	0.0
yugo	3.0	0.0
dispond	3.0	0.0
bi-sexu	3.0	0.0
cleavage-bust	3.0	0.0
obssess	3.0	0.0
pongo	3.0	0.0
shuttl	3.0	0.0
film	3.0	0.0
cuesta	3.0	0.0
airwolf	3.0	0.0
noraruth@aol	3.0	0.0
rover	3.0	0.0
sinbad	3.0	0.0
wallenberg	3.0	0.0
thulin	3.0	0.0
meld	3.0	0.0
lebrock	3.0	0.0
ding	3.0	0.0
crimefight	3.0	0.0
nexus	3.0	0.0
don92t	3.0	0.0
maugham	3.0	0.0
snive	3.0	0.0
danica	3.0	0.0
pfferpot	3.0	0.0
confeder	3.0	0.0
mccoll	3.0	0.0
tilli	3.0	0.0
romano	3.0	0.0
big-nam	3.0	1.0
bad-ass	3.0	1.0
liven	3.0	1.0
sorceri	3.0	1.0
wildfir	3.0	1.0
umm	3.0	1.0
cd	3.0	1.0
goddess	3.0	1.0
tsai	3.0	1.0
hull	3.0	1.0
brace	3.0	1.0
milano	3.0	1.0
self-defens	3.0	1.0
moan	3.0	1.0
projector	3.0	1.0
inkl	3.0	1.0
bur	3.0	1.0
inc	3.0	1.0
orlando	3.0	1.0
