	neg	pos
nuser	0.0	1.0
roadrunn	0.0	1.0
intersplic	0.0	1.0
leary-sandra	0.0	1.0
backtrack	0.0	1.0
what-not	0.0	1.0
shreck	0.0	1.0
hermit-lik	0.0	1.0
gustav	0.0	1.0
wangenhein	0.0	1.0
strocker	0.0	1.0
maunau	0.0	1.0
o-neg	0.0	1.0
lip-sync	0.0	1.0
ymca	0.0	1.0
badly-dub	0.0	1.0
watermelon	0.0	1.0
ucla	0.0	1.0
willa	0.0	1.0
stepchildren	0.0	1.0
stroller	0.0	1.0
knuckl	0.0	1.0
raheem	0.0	1.0
malic	0.0	1.0
rabbin	0.0	1.0
depression-era	0.0	1.0
varden	0.0	1.0
bible-read	0.0	1.0
underdon	0.0	1.0
antenna	0.0	1.0
well-creat	0.0	1.0
nowak	0.0	1.0
open-mind	0.0	1.0
afoot	0.0	1.0
blemheim	0.0	1.0
mirror-panel	0.0	1.0
second-stori	0.0	1.0
1600	0.0	1.0
revenge-driven	0.0	1.0
shakespearean-train	0.0	1.0
dispair	0.0	1.0
polonius	0.0	1.0
moloney	0.0	1.0
laert	0.0	1.0
spall	0.0	1.0
reec	0.0	1.0
dinsdal	0.0	1.0
rosencrantz	0.0	1.0
guildenstern	0.0	1.0
gravedigg	0.0	1.0
yorick	0.0	1.0
priam	0.0	1.0
hecuba	0.0	1.0
well-voic	0.0	1.0
reynaldo	0.0	1.0
eleventh	0.0	1.0
fortinbra	0.0	1.0
flashback-typ	0.0	1.0
rigmarol	0.0	1.0
lanto	0.0	1.0
medical-gross-out	0.0	1.0
chyron	0.0	1.0
aram	0.0	1.0
rehabilitation--h	0.0	1.0
forty-eight	0.0	1.0
shunt	0.0	1.0
apollonia	0.0	1.0
datalink	0.0	1.0
humphrey	0.0	1.0
schweethaat	0.0	1.0
-spout	0.0	1.0
greenstreet	0.0	1.0
salutori	0.0	1.0
golden-ag	0.0	1.0
psychist	0.0	1.0
computech	0.0	1.0
reconst	0.0	1.0
low-to-medium-budget	0.0	1.0
electronic-synthes	0.0	1.0
`alien	0.0	1.0
us$100	0.0	1.0
deploy	0.0	1.0
synchronis	0.0	1.0
1-on-1	0.0	1.0
wafer-thin	0.0	1.0
screen-view	0.0	1.0
us$68	0.0	1.0
anti-terror	0.0	1.0
intensifi	0.0	1.0
beirut	0.0	1.0
belfast	0.0	1.0
galahad	0.0	1.0
vivien	0.0	1.0
slaves/steerag	0.0	1.0
humong	0.0	1.0
well-spent	0.0	1.0
writing/directing/	0.0	1.0
corrod	0.0	1.0
minisub	0.0	1.0
101-year-old	0.0	1.0
calvert	0.0	1.0
roughneck	0.0	1.0
daswon	0.0	1.0
meaney	0.0	1.0
tuxedo	0.0	1.0
winslet-dicaprio	0.0	1.0
drop-dead	0.0	1.0
spoiled-rich-girl	0.0	1.0
media-satur	0.0	1.0
humve	0.0	1.0
bop	0.0	1.0
seriously-it	0.0	1.0
repriev	0.0	1.0
ceasefir	0.0	1.0
ass-map	0.0	1.0
bullion	0.0	1.0
proposes-demands-that	0.0	1.0
adriana	0.0	1.0
iraq	0.0	1.0
sound-we'r	0.0	1.0
persian	0.0	1.0
observe-a	0.0	1.0
indie-mind	0.0	1.0
cartoonish-barlow	0.0	1.0
post-tortur	0.0	1.0
revelri	0.0	1.0
god-fearing-ultra-serious-anti-racist-black-man-of-pow	0.0	1.0
-so	0.0	1.0
protestor-march	0.0	1.0
hayse	0.0	1.0
selv	0.0	1.0
kuwait	0.0	1.0
oil-infest	0.0	1.0
primer	0.0	1.0
oft-dismiss	0.0	1.0
socially/culturally/politically/glob	0.0	1.0
-and	0.0	1.0
fairytail	0.0	1.0
rms	0.0	1.0
seeker	0.0	1.0
mer	0.0	1.0
sketchbook	0.0	1.0
buket	0.0	1.0
soap-opera	0.0	1.0
odalisqu	0.0	1.0
`seven	0.0	1.0
`ed	0.0	1.0
baltus	0.0	1.0
hessian	0.0	1.0
seemed--though	0.0	1.0
equivol	0.0	1.0
kick-the-aliens'-ass	0.0	1.0
arachnid-typ	0.0	1.0
web-bas	0.0	1.0
bulletin	0.0	1.0
nudi	0.0	1.0
unrelentless	0.0	1.0
hiver	0.0	1.0
passion-deni	0.0	1.0
dussolli	0.0	1.0
kessler	0.0	1.0
daresay	0.0	1.0
stepahn	0.0	1.0
opera-typ	0.0	1.0
schubert	0.0	1.0
synerg	0.0	1.0
thermo-nuclear	0.0	1.0
premiss	0.0	1.0
whiz-kid	0.0	1.0
protovis	0.0	1.0
frontgat	0.0	1.0
wopr	0.0	1.0
effic	0.0	1.0
porki	0.0	1.0
bering	0.0	1.0
56k	0.0	1.0
bps	0.0	1.0
sf-movi	0.0	1.0
backdoor	0.0	1.0
vignettes-styl	0.0	1.0
divorce	0.0	1.0
re-ignit	0.0	1.0
neigbor	0.0	1.0
anthesi	0.0	1.0
strasberg	0.0	1.0
delawar	0.0	1.0
leibowitz	0.0	1.0
keenan	0.0	1.0
reoccur	0.0	1.0
bride-to-b	0.0	1.0
dumbed-down	0.0	1.0
stopper	0.0	1.0
`closur	0.0	1.0
old-hollywood	0.0	1.0
sinatra	0.0	1.0
cinnamon	0.0	1.0
ordinary--yet	0.0	1.0
beautiful--in	0.0	1.0
not-in-a-hurri	0.0	1.0
watercolor	0.0	1.0
flatly-written	0.0	1.0
quickly--y	0.0	1.0
everything--it	0.0	1.0
wrack	0.0	1.0
favorti	0.0	1.0
pinnochio	0.0	1.0
barag	0.0	1.0
seemingly-perfect	0.0	1.0
fucked-up	0.0	1.0
kunz	0.0	1.0
swingin	0.0	1.0
poker-play	0.0	1.0
vineyard	0.0	1.0
pseudo-maid	0.0	1.0
out-of-the-way	0.0	1.0
ear-pierc	0.0	1.0
snotti	0.0	1.0
qe2	0.0	1.0
migraine-induc	0.0	1.0
gold-dig	0.0	1.0
olsen	0.0	1.0
dilemna	0.0	1.0
hawks/cari	0.0	1.0
yesteryear	0.0	1.0
plager	0.0	1.0
proffes	0.0	1.0
dragonslay	0.0	1.0
droagon	0.0	1.0
posthlewait	0.0	1.0
ghreat	0.0	1.0
sandal	0.0	1.0
cinemascop	0.0	1.0
ben-hur	0.0	1.0
sparticus	0.0	1.0
vadi	0.0	1.0
pyre	0.0	1.0
reopen	0.0	1.0
dampen	0.0	1.0
romper	0.0	1.0
stomper	0.0	1.0
herki	0.0	1.0
half-blur	0.0	1.0
steel-gray	0.0	1.0
human-lik	0.0	1.0
aquamarin	0.0	1.0
trelkin	0.0	1.0
backsid	0.0	1.0
tongue-ti	0.0	1.0
turbo	0.0	1.0
simmrin	0.0	1.0
ashle	0.0	1.0
levitch	0.0	1.0
fungus	0.0	1.0
acquisit	0.0	1.0
mirth	0.0	1.0
empower	0.0	1.0
coto	0.0	1.0
eckstrom	0.0	1.0
pllllleeeeeas	0.0	1.0
barney-lik	0.0	1.0
hasti	0.0	1.0
midknight	0.0	1.0
priivat	0.0	1.0
lifelin	0.0	1.0
shakesperean	0.0	1.0
disatisfact	0.0	1.0
priveleg	0.0	1.0
orgiast	0.0	1.0
eisenstein	0.0	1.0
pysch	0.0	1.0
greenaway	0.0	1.0
dymanit	0.0	1.0
stuff--except	0.0	1.0
gold--when	0.0	1.0
gees	0.0	1.0
sundri	0.0	1.0
comedy--it	0.0	1.0
autumn	0.0	1.0
soong	0.0	1.0
world--what	0.0	1.0
expatri	0.0	1.0
american-chines	0.0	1.0
chinese-american	0.0	1.0
greener--and	0.0	1.0
pop-pop	0.0	1.0
--this	0.0	1.0
--slacker	0.0	1.0
harsh-seem	0.0	1.0
practical-jok	0.0	1.0
_quite_	0.0	1.0
hua-chi	0.0	1.0
walnut	0.0	1.0
again--thes	0.0	1.0
_happen_	0.0	1.0
environment--	0.0	1.0
vegetables--often	0.0	1.0
movie--jacki	0.0	1.0
_great_	0.0	1.0
mincemeat	0.0	1.0
_too_	0.0	1.0
mostly-unrelated-storywis	0.0	1.0
american-releas	0.0	1.0
_highly_	0.0	1.0
hard-to-categor	0.0	1.0
sherlockian	0.0	1.0
epigram	0.0	1.0
shoelac	0.0	1.0
legwork	0.0	1.0
ventura-ish	0.0	1.0
unassoci	0.0	1.0
mad-scientist-in-bavarian-castl	0.0	1.0
baseman	0.0	1.0
yun	0.0	1.0
silver-blad	0.0	1.0
garlic-fil	0.0	1.0
rolex	0.0	1.0
anti-vampir	0.0	1.0
man-port	0.0	1.0
il	0.0	1.0
postapocalypt	0.0	1.0
landworld	0.0	1.0
barracad	0.0	1.0
copy-machin	0.0	1.0
larenz	0.0	1.0
once-meek	0.0	1.0
self-nam	0.0	1.0
soft-ey	0.0	1.0
pimpernel	0.0	1.0
be-wig	0.0	1.0
be-ribbon	0.0	1.0
pew	0.0	1.0
coachmen	0.0	1.0
dani	0.0	1.0
diguis	0.0	1.0
dubarri	0.0	1.0
duchess	0.0	1.0
plume	0.0	1.0
tant	0.0	1.0
chateau	0.0	1.0
neuv	0.0	1.0
sword-fight	0.0	1.0
on-form	0.0	1.0
thick-wit	0.0	1.0
aristo	0.0	1.0
over-long	0.0	1.0
better-than-usu	0.0	1.0
yonezo	0.0	1.0
maeda	0.0	1.0
toshiyuki	0.0	1.0
honda	0.0	1.0
masahitko	0.0	1.0
tsugawa	0.0	1.0
shiro	0.0	1.0
ito	0.0	1.0
yuji	0.0	1.0
miyak	0.0	1.0
akiko	0.0	1.0
matsumoto	0.0	1.0
minbo	0.0	1.0
humbler	0.0	1.0
they-might-be-caught	0.0	1.0
brisco	0.0	1.0
possibilit	0.0	1.0
duffl	0.0	1.0
covering-up	0.0	1.0
hands-wash	0.0	1.0
low-angl	0.0	1.0
sift	0.0	1.0
streem	0.0	1.0
[superior	0.0	1.0
it]	0.0	1.0
distracted	0.0	1.0
rifle-shot	0.0	1.0
dim-witted	0.0	1.0
full-condescens	0.0	1.0
near-sweet	0.0	1.0
chelci	0.0	1.0
character-control	0.0	1.0
clam	0.0	1.0
curdl	0.0	1.0
qt	0.0	1.0
night-club	0.0	1.0
erm	0.0	1.0
skellington	0.0	1.0
grove	0.0	1.0
christmastown	0.0	1.0
joy-provid	0.0	1.0
gift-bear	0.0	1.0
co-mingl	0.0	1.0
shrunken	0.0	1.0
sleigh	0.0	1.0
oogi	0.0	1.0
beetlejuic	0.0	1.0
oingo	0.0	1.0
boingo	0.0	1.0
levien	0.0	1.0
koppelman	0.0	1.0
partially-r	0.0	1.0
langlet	0.0	1.0
15-year-old	0.0	1.0
ariell	0.0	1.0
dombasl	0.0	1.0
fedoor	0.0	1.0
greggori	0.0	1.0
rosett	0.0	1.0
bross	0.0	1.0
clear-cut	0.0	1.0
1969	0.0	1.0
mormon	0.0	1.0
gettin	0.0	1.0
trashy--wel	0.0	1.0
neck-brac	0.0	1.0
fly-bi	0.0	1.0
swampi	0.0	1.0
it--peopl	0.0	1.0
no-nud	0.0	1.0
re-hash	0.0	1.0
over-zeal	0.0	1.0
roundup	0.0	1.0
complementari	0.0	1.0
mclachlan-aid	0.0	1.0
re-do	0.0	1.0
carousel	0.0	1.0
schnook	0.0	1.0
re-energ	0.0	1.0
streamlin	0.0	1.0
lake-typ	0.0	1.0
back-and-forth	0.0	1.0
noir-	0.0	1.0
quick-fir	0.0	1.0
clung	0.0	1.0
harumph	0.0	1.0
a-go-go	0.0	1.0
foreign-languag	0.0	1.0
buckney	0.0	1.0
award{symbol	0.0	1.0
h}	0.0	1.0
so-nam	0.0	1.0
_murder_	0.0	1.0
frickin	0.0	1.0
unfrozen	0.0	1.0
frisch	0.0	1.0
quasi-evil	0.0	1.0
home/d	0.0	1.0
stupid-	0.0	1.0
thing-	0.0	1.0
tyranni	0.0	1.0
yoland	0.0	1.0
d'aragon	0.0	1.0
calmer	0.0	1.0
paranoiac	0.0	1.0
viscous	0.0	1.0
pillag	0.0	1.0
rai	0.0	1.0
cassel	0.0	1.0
aulon	0.0	1.0
mtv-gener	0.0	1.0
trickster	0.0	1.0
givya	0.0	1.0
oat	0.0	1.0
accurs	0.0	1.0
bli	0.0	1.0
25th	0.0	1.0
unshroud	0.0	1.0
farmer-wizard	0.0	1.0
`pig-keep	0.0	1.0
hen-wen	0.0	1.0
`munch	0.0	1.0
dragonlik	0.0	1.0
baubl	0.0	1.0
`pig	0.0	1.0
whirlpool	0.0	1.0
fairy-lik	0.0	1.0
morva	0.0	1.0
`never	0.0	1.0
heartbroken	0.0	1.0
stirs-h	0.0	1.0
fondest	0.0	1.0
micheal	0.0	1.0
`disneyfi	0.0	1.0
`no	0.0	1.0
`unmemor	0.0	1.0
annex	0.0	1.0
glendal	0.0	1.0
buena	0.0	1.0
bardsley	0.0	1.0
pig-keep	0.0	1.0
biner	0.0	1.0
fondacairo	0.0	1.0
frollo	0.0	1.0
esmeralda	0.0	1.0
proudest	0.0	1.0
eng	0.0	1.0
jubile	0.0	1.0
cineplex	0.0	1.0
kio	0.0	1.0
tornado-caus	0.0	1.0
out-of-their-mind	0.0	1.0
twister-occurr	0.0	1.0
mother-of-all-storm	0.0	1.0
recon	0.0	1.0
rogue-ish	0.0	1.0
greener	0.0	1.0
pastur	0.0	1.0
city-br	0.0	1.0
early-warn	0.0	1.0
corporation-fund	0.0	1.0
beaten-up	0.0	1.0
link-up	0.0	1.0
all-terrain	0.0	1.0
jonas^o	0.0	1.0
actors/actress	0.0	1.0
abiil	0.0	1.0
visualis	0.0	1.0
effect-depend	0.0	1.0
goals--it	0.0	1.0
delivers--meaning	0.0	1.0
all-too-realist	0.0	1.0
always-grisli	0.0	1.0
not-to-be-underestim	0.0	1.0
hes	0.0	1.0
conduc	0.0	1.0
larger-issu	0.0	1.0
vannesa	0.0	1.0
`austin	0.0	1.0
arch-nemesi	0.0	1.0
regi	0.0	1.0
dialogue-	0.0	1.0
`come	0.0	1.0
600-pound	0.0	1.0
shagless	0.0	1.0
lazer	0.0	1.0
`death	0.0	1.0
ap2	0.0	1.0
scattershot	0.0	1.0
mustafa	0.0	1.0
humpalot	0.0	1.0
alotta	0.0	1.0
fagina	0.0	1.0
bigglesworth	0.0	1.0
starphoenix	0.0	1.0
saskatoon	0.0	1.0
sk	0.0	1.0
finalist	0.0	1.0
ytv	0.0	1.0
small-budget	0.0	1.0
horror/sci-fi	0.0	1.0
anyway--yep	0.0	1.0
bred	0.0	1.0
fossil	0.0	1.0
well-balanc	0.0	1.0
part-human	0.0	1.0
lambast	0.0	1.0
sure-hand	0.0	1.0
`warrior	0.0	1.0
resurg	0.0	1.0
20's-ear	0.0	1.0
schizopoli	0.0	1.0
self-involv	0.0	1.0
pleasent	0.0	1.0
conner	0.0	1.0
punxsutawney	0.0	1.0
re-liv	0.0	1.0
totat	0.0	1.0
unoffens	0.0	1.0
senitment	0.0	1.0
smari	0.0	1.0
tobolowski	0.0	1.0
ryanson	0.0	1.0
neurologist	0.0	1.0
horseshit	0.0	1.0
preceed	0.0	1.0
flashdanc	0.0	1.0
unaffect	0.0	1.0
comically-nam	0.0	1.0
idosyncrasi	0.0	1.0
over-styl	0.0	1.0
fantsi	0.0	1.0
nabokov	0.0	1.0
obsession	0.0	1.0
brati	0.0	1.0
self-centered	0.0	1.0
overly-religi	0.0	1.0
clare	0.0	1.0
cinema-wis	0.0	1.0
hardcov	0.0	1.0
re-mast	0.0	1.0
snow-glob	0.0	1.0
haddonfield	0.0	1.0
penney	0.0	1.0
egpyt	0.0	1.0
jethro	0.0	1.0
hotep	0.0	1.0
huy	0.0	1.0
asburi	0.0	1.0
lorna	0.0	1.0
humor-wis	0.0	1.0
heart-str	0.0	1.0
efect	0.0	1.0
assit	0.0	1.0
beggin	0.0	1.0
enteratain	0.0	1.0
aquir	0.0	1.0
disastor	0.0	1.0
garfalo	0.0	1.0
enteratin	0.0	1.0
screem	0.0	1.0
hollywood-	0.0	1.0
half-grab	0.0	1.0
guttur	0.0	1.0
low-lit	0.0	1.0
slavehood	0.0	1.0
sorta-redux	0.0	1.0
andrei	0.0	1.0
tarkofski	0.0	1.0
solari	0.0	1.0
cosmonaut	0.0	1.0
conisder	0.0	1.0
heavily-hyp	0.0	1.0
herrington	0.0	1.0
zeke	0.0	1.0
photojournalist	0.0	1.0
aquit	0.0	1.0
15-million-dollar	0.0	1.0
straight-shoot	0.0	1.0
swish	0.0	1.0
come--bring	0.0	1.0
vehement	0.0	1.0
sox	0.0	1.0
lancast	0.0	1.0
inning	0.0	1.0
down-right	0.0	1.0
fantasy--on	0.0	1.0
vallejo	0.0	1.0
kath	0.0	1.0
burkhart	0.0	1.0
valencia	0.0	1.0
recouper	0.0	1.0
idelog	0.0	1.0
anus	0.0	1.0
decade--	0.0	1.0
peform	0.0	1.0
auditorium	0.0	1.0
murmur	0.0	1.0
bower	0.0	1.0
emshwil	0.0	1.0
naifeh	0.0	1.0
-jackson	0.0	1.0
flowers--tear	0.0	1.0
dissert	0.0	1.0
backhand	0.0	1.0
hater	0.0	1.0
demystif	0.0	1.0
labour-intens	0.0	1.0
imponder	0.0	1.0
outside-in	0.0	1.0
pre-intellectu	0.0	1.0
cubism	0.0	1.0
matrimoni	0.0	1.0
start--pollock	0.0	1.0
elsewhere--their	0.0	1.0
symbiosi	0.0	1.0
connipt	0.0	1.0
klingman	0.0	1.0
enamour	0.0	1.0
score--i	0.0	1.0
prejudg	0.0	1.0
44-year-old	0.0	1.0
bondsmen	0.0	1.0
unbrew	0.0	1.0
sun-	0.0	1.0
tossabl	0.0	1.0
newly-jar	0.0	1.0
bible-quot	0.0	1.0
irreplac	0.0	1.0
slant	0.0	1.0
split-screen	0.0	1.0
story-tel	0.0	1.0
writer/director/star	0.0	1.0
beckel	0.0	1.0
anti-rich	0.0	1.0
luncheon	0.0	1.0
million+	0.0	1.0
finici	0.0	1.0
runi	0.0	1.0
liverpool	0.0	1.0
exciti	0.0	1.0
rivit	0.0	1.0
velociraptor	0.0	1.0
swastika-wear	0.0	1.0
harv	0.0	1.0
presnel	0.0	1.0
there'd	0.0	1.0
sugarcoat	0.0	1.0
testosterone-driven	0.0	1.0
semi-introspect	0.0	1.0
nails-tough	0.0	1.0
ink	0.0	1.0
bawl	0.0	1.0
self-contain	0.0	1.0
thrugh	0.0	1.0
airborn	0.0	1.0
manifesto	0.0	1.0
`thriller	0.0	1.0
meri	0.0	1.0
kaczkowski	0.0	1.0
robb	0.0	1.0
sovereign	0.0	1.0
sanctiti	0.0	1.0
`no-nam	0.0	1.0
url	0.0	1.0
l'auto	0.0	1.0
sugarland	0.0	1.0
natural-born	0.0	1.0
spielbergian	0.0	1.0
anti-climat	0.0	1.0
bigotri	0.0	1.0
reachabl	0.0	1.0
`enough	0.0	1.0
`atmospher	0.0	1.0
`horror	0.0	1.0
dread-factor	0.0	1.0
mass-entertain	0.0	1.0
`experi	0.0	1.0
faint-heart	0.0	1.0
recommended=85=85but	0.0	1.0
good-horror	0.0	1.0
life-s	0.0	1.0
dreamscap	0.0	1.0
brainstorm	0.0	1.0
zoo-lik	0.0	1.0
marionett	0.0	1.0
recoil	0.0	1.0
spit-lik	0.0	1.0
`face/off	0.0	1.0
`8mm	0.0	1.0
stress-induc	0.0	1.0
`i'll	0.0	1.0
`stigmata	0.0	1.0
`goodfella	0.0	1.0
`kundun	0.0	1.0
`taxi	0.0	1.0
`rage	0.0	1.0
mamoru	0.0	1.0
incarnations--graph	0.0	1.0
episodes--patlabor	0.0	1.0
menace--labor	0.0	1.0
interperson	0.0	1.0
babylon	0.0	1.0
seawal	0.0	1.0
reclam	0.0	1.0
environmentalist	0.0	1.0
heavily-arm	0.0	1.0
berzerk	0.0	1.0
asuma	0.0	1.0
labors--includ	0.0	1.0
own--fal	0.0	1.0
actionfest	0.0	1.0
chrichton	0.0	1.0
_into_	0.0	1.0
dialogueless	0.0	1.0
symbolism--in	0.0	1.0
alternate-1999	0.0	1.0
better-suit	0.0	1.0
fish-ey	0.0	1.0
well-suit	0.0	1.0
hi-fi	0.0	1.0
systems--it	0.0	1.0
_come_	0.0	1.0
sometimes-underst	0.0	1.0
sometimes-blar	0.0	1.0
easily-read	0.0	1.0
_anything_	0.0	1.0
_patlabor_	0.0	1.0
girl-on-girl	0.0	1.0
croupier	0.0	1.0
picaresqu	0.0	1.0
limeston	0.0	1.0
reprimand	0.0	1.0
wildflow	0.0	1.0
emphasis	0.0	1.0
benig	0.0	1.0
psychosexu	0.0	1.0
showbiz	0.0	1.0
jetset	0.0	1.0
red/profondo	0.0	1.0
rosso	0.0	1.0
muff	0.0	1.0
alibi	0.0	1.0
self-inflict	0.0	1.0
great-look	0.0	1.0
ferrini	0.0	1.0
interlink	0.0	1.0
anti-intrud	0.0	1.0
semi-circl	0.0	1.0
cartridg	0.0	1.0
burkettsvill	0.0	1.0
twig-sculptur	0.0	1.0
bullhorn	0.0	1.0
witch-wannab	0.0	1.0
wicca	0.0	1.0
threefold	0.0	1.0
paradic	0.0	1.0
myrick	0.0	1.0
sanch	0.0	1.0
scenes--th	0.0	1.0
anticlimax	0.0	1.0
bloody-r	0.0	1.0
videocamera	0.0	1.0
nfeatur	0.0	1.0
-film	0.0	1.0
tristin	0.0	1.0
skyler	0.0	1.0
clearillus	0.0	1.0
middair	0.0	1.0
`everyon	0.0	1.0
nasty-temp	0.0	1.0
space-far	0.0	1.0
emigr	0.0	1.0
other-world	0.0	1.0
short-term	0.0	1.0
things-gone-awri	0.0	1.0
aliens-as-human	0.0	1.0
cockroach-lik	0.0	1.0
mandibl	0.0	1.0
crustier	0.0	1.0
protect-earth-from-destruct	0.0	1.0
darndest	0.0	1.0
paramet	0.0	1.0
earth-hangs-in-the-bal	0.0	1.0
slime-splatt	0.0	1.0
odder	0.0	1.0
seen-it-al	0.0	1.0
ewwww	0.0	1.0
blechhh	0.0	1.0
aaaahhh	0.0	1.0
infami	0.0	1.0
perfectionist	0.0	1.0
just-deceas	0.0	1.0
director-cum-thespian	0.0	1.0
scissor-happi	0.0	1.0
good-	0.0	1.0
apparition-lik	0.0	1.0
unspecifi	0.0	1.0
lando	0.0	1.0
calrissian	0.0	1.0
c3p0	0.0	1.0
creepy-look	0.0	1.0
hog-nos	0.0	1.0
cryo-freez	0.0	1.0
endor	0.0	1.0
bear-lik	0.0	1.0
well-secur	0.0	1.0
stronghold	0.0	1.0
50-foot	0.0	1.0
einstein-level	0.0	1.0
warm-hearted	0.0	1.0
guanglan	0.0	1.0
xiaoguang	0.0	1.0
qinqin	0.0	1.0
iwai	0.0	1.0
college-ag	0.0	1.0
kelvin	0.0	1.0
pescara	0.0	1.0
plumbing-suppli	0.0	1.0
iceland	0.0	1.0
florist	0.0	1.0
soldini	0.0	1.0
accordion	0.0	1.0
maroon	0.0	1.0
red-and-whit	0.0	1.0
platform-sol	0.0	1.0
espadrill	0.0	1.0
marina	0.0	1.0
massage-therapist	0.0	1.0
plumber-turned-priv	0.0	1.0
un-notic	0.0	1.0
orsen	0.0	1.0
filer	0.0	1.0
inventi	0.0	1.0
quir	0.0	1.0
two-centuri	0.0	1.0
grief-stricken	0.0	1.0
euro-vamp	0.0	1.0
santiago	0.0	1.0
rousselot	0.0	1.0
inky-blu	0.0	1.0
ferretti	0.0	1.0
middleton	0.0	1.0
hike	0.0	1.0
spine-tingl	0.0	1.0
self-rearrang	0.0	1.0
really-they	0.0	1.0
gradeschool	0.0	1.0
bogeyman	0.0	1.0
fujimoto	0.0	1.0
drama-it	0.0	1.0
notice-rath	0.0	1.0
feel-th	0.0	1.0
unambigu	0.0	1.0
of-the-mo	0.0	1.0
pro-natur	0.0	1.0
tubthump	0.0	1.0
fiction-typ	0.0	1.0
backslidden	0.0	1.0
ex-preach	0.0	1.0
sex-pervert	0.0	1.0
age-old	0.0	1.0
pf	0.0	1.0
comic-geek	0.0	1.0
honest-politician-rar	0.0	1.0
high-gross	0.0	1.0
craftili	0.0	1.0
innappropri	0.0	1.0
divison	0.0	1.0
basically-big-roach-type-bug	0.0	1.0
shoudln't	0.0	1.0
sonnenfield	0.0	1.0
barnyard	0.0	1.0
outdoorsman	0.0	1.0
boone-typ	0.0	1.0
unexperienc	0.0	1.0
sodom	0.0	1.0
35th	0.0	1.0
feature--	0.0	1.0
retool	0.0	1.0
story--	0.0	1.0
satyr	0.0	1.0
menken/david	0.0	1.0
particular-	0.0	1.0
ly	0.0	1.0
anachron	0.0	1.0
ix-i-i	0.0	1.0
long-overdu	0.0	1.0
depart-	0.0	1.0
pocohonta	0.0	1.0
musker	0.0	1.0
frewer	0.0	1.0
eggar	0.0	1.0
frankiln	0.0	1.0
aquatica	0.0	1.0
sea-bound	0.0	1.0
macalaest	0.0	1.0
remote-control	0.0	1.0
dark-sid	0.0	1.0
goth-girl	0.0	1.0
someway	0.0	1.0
roller-coast	0.0	1.0
rueff	0.0	1.0
'it	0.0	1.0
16th	0.0	1.0
lubric	0.0	1.0
salesmen-talk	0.0	1.0
salesmanship	0.0	1.0
non-quest	0.0	1.0
shrimp	0.0	1.0
burned-out	0.0	1.0
late-entri	0.0	1.0
angel-rel	0.0	1.0
movies/tv	0.0	1.0
wahlberg-form	0.0	1.0
kid-in	0.0	1.0
cole-hi	0.0	1.0
moved-and	0.0	1.0
shouldn't-for	0.0	1.0
emotionally-scar	0.0	1.0
catchphras	0.0	1.0
umptenth	0.0	1.0
middleag	0.0	1.0
noboyd	0.0	1.0
copywrit	0.0	1.0
topp	0.0	1.0
middle-of-the-road	0.0	1.0
resili	0.0	1.0
earthward	0.0	1.0
ringer	0.0	1.0
theremin-driven	0.0	1.0
resplend	0.0	1.0
purple-sequin	0.0	1.0
preempt	0.0	1.0
turgidson	0.0	1.0
nook	0.0	1.0
big-hair	0.0	1.0
pointy-breast	0.0	1.0
vampira	0.0	1.0
octogenarian	0.0	1.0
congress	0.0	1.0
vegas-bas	0.0	1.0
skull-fac	0.0	1.0
egg-ey	0.0	1.0
gremlin	0.0	1.0
suschitzki	0.0	1.0
holocaust-ravag	0.0	1.0
wish-fulfil	0.0	1.0
kitschiest	0.0	1.0
groom-to-b	0.0	1.0
southward	0.0	1.0
top-to-bottom	0.0	1.0
self-justif	0.0	1.0
_to	0.0	1.0
him_	0.0	1.0
feint	0.0	1.0
bronwen	0.0	1.0
over-direct	0.0	1.0
why-not	0.0	1.0
hyper-r	0.0	1.0
coffer	0.0	1.0
spoilsport	0.0	1.0
multi-tal	0.0	1.0
hine	0.0	1.0
forerunn	0.0	1.0
super-cop	0.0	1.0
crime-foil	0.0	1.0
cult-class	0.0	1.0
audience--in	0.0	1.0
fiction/soci	0.0	1.0
loose-end	0.0	1.0
effects-bound	0.0	1.0
podrac	0.0	1.0
c3-po	0.0	1.0
performances-	0.0	1.0
edge-of-your-seat	0.0	1.0
time-	0.0	1.0
mouth-open	0.0	1.0
viewer-	0.0	1.0
gaultier	0.0	1.0
gold-embroideri	0.0	1.0
inter-speci	0.0	1.0
ps	0.0	1.0
well-b	0.0	1.0
foreknowledg	0.0	1.0
capra-esqu	0.0	1.0
klieg	0.0	1.0
fiji	0.0	1.0
best-friend	0.0	1.0
earpiec	0.0	1.0
solo-flight	0.0	1.0
saturn	0.0	1.0
black-market	0.0	1.0
paral	0.0	1.0
cassini	0.0	1.0
vincent/jerom	0.0	1.0
sci-fi/thril	0.0	1.0
vidal	0.0	1.0
gladnick	0.0	1.0
singers---they	0.0	1.0
do--s	0.0	1.0
tunes--and	0.0	1.0
semblenc	0.0	1.0
humphri	0.0	1.0
edna	0.0	1.0
haliwel	0.0	1.0
honest-to-good	0.0	1.0
teriff	0.0	1.0
koan	0.0	1.0
kilborn	0.0	1.0
spicebus	0.0	1.0
rushbrook	0.0	1.0
neo-class	0.0	1.0
1930	0.0	1.0
two-part	0.0	1.0
movie-watch	0.0	1.0
rarer	0.0	1.0
shone	0.0	1.0
after	0.0	1.0
becas	0.0	1.0
cult-favorit	0.0	1.0
dog-bon	0.0	1.0
